1,0,0,0,0,0,8.96E-03,1,0,0,0,0,0,8.97E-03,1,0,0,0,0,0,8.97E-03
0.15036,2.718,-0.0163,0,0,0,-1.67E-02,0.034,1.0425,0.34398,0,0,0,-8.42E-04,-0.04839,0.6975,-0.245,0,0,0,1.04E-02
-0.04838,-0.245,0.6975,0,0,0,1.01E-02,0.034,0.34398,1.0425,0,0,0,-8.42E-04,0.15036,-0.0163,2.718,0,0,0,-1.67E-02
0,0,0,4.47,0,0,0.00E+00,0,0,0,1.7267,0,0,0.00E+00,0,0,0,0.38685,0,0,0.00E+00
0,0,0,0,2.257,0,0.00E+00,0,0,0,0,2.345,0,0.00E+00,0,0,0,0,2.257,0,0.00E+00
0,0,0,0,0,0.38685,0.00E+00,0,0,0,0,0,1.7267,0.00E+00,0,0,0,0,0,4.47,0.00E+00
