1,0,0,0,0,0,8.97E-03
-0.04839,0.6975,-0.245,0,0,0,1.04E-02
0.15036,-0.0163,2.718,0,0,0,-1.67E-02
0,0,0,0.38685,0,0,0.00E+00
0,0,0,0,2.257,0,0.00E+00
0,0,0,0,0,4.47,0.00E+00
