1,0,0,0,0,0,8.80E-03,1,0,0,0,0,0,8.97E-03,1,0,0,0,0,0,8.97E-03
0.13129,2.552,0.0477,0,0,0,-1.59E-02,0.0309,1.0549,0.322,0,0,0,-1.59E-02,-0.0428,0.7025,-0.2243,0,0,0,9.95E-03
-0.0428,-0.2243,0.7025,0,0,0,9.95E-03,0.0309,0.3221,1.0549,0,0,0,9.95E-03,0.13129,0.0477,2.552,0,0,0,-1.59E-02
0,0,0,4.3538,0,0,0.00E+00,0,0,0,1.6583,0,0,0.00E+00,0,0,0,0.3699,0,0,0.00E+00
0,0,0,0,2.0529,0,0.00E+00,0,0,0,0,2.1546,0,0.00E+00,0,0,0,0,2.0529,0,0.00E+00
0,0,0,0,0,0.3699,0.00E+00,0,0,0,0,0,1.6584,0.00E+00,0,0,0,0,0,4.3538,0.00E+00
