1,0,0,0,0,0,8.96E-03
0.15036,2.18,-0.0163,0,0,0,-1.67E-01
-0.04838,-0.245,0.6975,0,0,0,1.01E-02
0,0,0,4.47,0,0,0.00E+00
0,0,0,0,2.257,0,0.00E+00
0,0,0,0,0,0.38685,0.00E+00
